ProtID	GeneXL	GeneXLok	HumanID	HumanName
A0A1L8FAF3	rpap1.L	rpap1.L	26015	RPAP1
A0A1L8FAG6	tmem62.L	tmem62.L	80021	TMEM62
A0A1L8FAL0	sptb.L	sptb.L	6710	SPTB
A0A1L8FAL3	srsf5.L	srsf5.L	6430	SRSF5
A0A1L8FAP4	slc25a21.L	slc25a21.L	89874	SLC25A21
A0A1L8FAQ0	baz1a.L	baz1a.L	11177	BAZ1A
A0A1L8FAQ5	ttc6.L	ttc6.L	319089	TTC6
A0A1L8FAS3	exd2.L	exd2.L	55218	EXD2
A0A1L8FAT2	aqr.L	aqr.L	9716	AQR
A0A1L8FAT3	arhgap11a.1.L	arhgap11a.1.L	9824	ARHGAP11A
A0A1L8FAV0	hectd1.L	hectd1.L	25831	HECTD1
A0A1L8FAV7	prorp.L	prorp.L	9692	PRORP
A0A1L8FAX2	arhgap5.L	arhgap5.L	394	ARHGAP5
A0A1L8FAX3	nubpl.L	nubpl.L	80224	NUBPL
A0A1L8FAY3	tmem87a.L	tmem87a.L	25963	TMEM87A
A0A1L8FAY8	ankrd63.L	ankrd63.L	100131244	ANKRD63
A0A1L8FB00	knstrn.L	knstrn.L	90417	KNSTRN
A0A1L8FB16	exd1.L	exd1.L	161829	EXD1
A0A1L8FB34	oip5.L	oip5.L	11339	OIP5
A0A1L8FB46	rtf1.L	rtf1.L	23168	RTF1
A0A1L8FB53	ndufaf1.L	ndufaf1.L	51103	NDUFAF1
A0A1L8FB73	emc7.L	emc7.L	56851	EMC7
A0A1L8FBU2	rprd2.L	rprd2.L	23248	RPRD2
A0A1L8FCB3	LOC108699390	lrrc71.L	149499	LRRC71
A0A1L8FCB5	iqgap3.L	iqgap3.L	128239	IQGAP3
A0A1L8FCB7	naxe.L	naxe.L	128240	NAXE
A0A1L8FCM9	ncstn.L	ncstn.L	23385	NCSTN
A0A1L8FCQ5	tagln2.L	tagln2.L	8407	TAGLN2
A0A1L8FD00	smg5.L	smg5.L	23381	SMG5
A0A1L8FD04	ndufs2.L	ndufs2.L	4720	NDUFS2
A0A1L8FD07	ppox.L	ppox.L	5498	PPOX
A0A1L8FD11	rnf115.L	rnf115.L	27246	RNF115
A0A1L8FD93	ints3.L	ints3.L	65123	INTS3
A0A1L8FDB5	cgn.L	cgn.L	57530	CGN
A0A1L8FDC1	pmvk.L	pmvk.L	10654	PMVK
A0A1L8FDD5	LOC108699470	pbxip1.L	57326	PBXIP1
A0A1L8FDD6	psmd4.L	psmd4.L	5710	PSMD4
A0A1L8FDF0	gba1.L	gba.L	2629	GBA1
A0A1L8FDF4	dpm3.L	dpm3.L	54344	DPM3
A0A1L8FDT8	pdzd8.S	pdzd8.S	118987	PDZD8
A0A1L8FDV9	p3h3.S	p3h3.S	10536	P3H3
A0A1L8FDW4	pex5.S	pex5.S	5830	PEX5
A0A1L8FDW9	ncapd2.S	ncapd2.S	9918	NCAPD2
A0A1L8FE93	nsmce4a.S	nsmce4a.S	54780	NSMCE4A
A0A1L8FEC6	bub3.S	bub3.S	9184	BUB3
A0A1L8FEI7	atp5mk.S	atp5mk.L	84833	ATP5MK
A0A1L8FEI8	dusp11.2.S	dusp11.2.S	8446	DUSP11
A0A1L8FEI9	taf5.S	taf5.S	6877	TAF5
A0A1L8FEQ1	ccar1.S	ccar1.S	55749	CCAR1
A0A1L8FER2	slc25a16.S	slc25a16.S	8034	SLC25A16
A0A1L8FER8	hnrnph3.S	hnrnph3.S	3189	HNRNPH3
A0A1L8FER9	supv3l1.S	supv3l1.S	6832	SUPV3L1
A0A1L8FES6	kifbp.S	kifbp.S	26128	KIFBP
A0A1L8FEV2	cox15.S	cox15.S	1355	COX15
A0A1L8FF08	p4ha1.S	p4ha1.S	5033	P4HA1
A0A1L8FF12	ecd.S	ecd.S	11319	ECD
A0A1L8FF17	mcu.S	mcu.S	90550	MCU
A0A1L8FF73	ndufb8.S	ndufb8.S	4714	NDUFB8
A0A1L8FF84	casz1.S	casz1.S	54897	CASZ1
A0A1L8FFR5	prdm10.S	prdm10.S	56980	PRDM10
A0A1L8FFU9	sik3.S	sik3.S	23387	SIK3
A0A1L8FG38	noc2l.S	noc2l.S	26155	NOC2L
A0A1L8FG43	h6pd.S	h6pd.S	9563	H6PD
A0A1L8FG57	eno1.S	eno1.S	2023	ENO1
A0A1L8FGA8	mib2.S	mib2.S	142678	MIB2
A0A1L8FGD9	dffb.S	dffb.S	1677	DFFB
A0A1L8FGJ0	trim28.S	trim28.S	10155	TRIM28
A0A1L8FGJ6	chmp2a.S	chmp2a.S	27243	CHMP2A
A0A1L8FGK7	ube2m.S	ube2m.S	9040	UBE2M
A0A1L8FGR9	ndufa3.S	ndufa3.S	4696	NDUFA3
A0A1L8FGS2	u2af2.S	u2af2.S	11338	U2AF2
A0A1L8FGT4	gsk3a.S	gsk3a.S	2931	GSK3A
A0A1L8FGT8	sult2b1.S	sult2b1.S	6820	SULT2B1
A0A1L8FGU3	znf574.S	znf574.S	64763	ZNF574
A0A1L8FGU4	tmem145.S	tmem145.S	284339	TMEM145
A0A1L8FGW6	tomm40.S	tomm40.S	10452	TOMM40
A0A1L8FGY7	scaf1.S	scaf1.S	58506	SCAF1
A0A1L8FH43	tbc1d17.S	tbc1d17.S	79735	TBC1D17
A0A1L8FH61	nucb1.S	nucb1.S	4924	NUCB1
A0A1L8FHA0	syngr4.S	syngr4.S	23546	SYNGR4
A0A1L8FHA1	fam83e.S	fam83e.S	54854	FAM83E
A0A1L8FHB8	tmem143.S	tmem143.S	55260	TMEM143
A0A1L8FHD3	pnkp.S	pnkp.S	11284	PNKP
A0A1L8FHJ1	LOC108697856	spen.S	23013	SPEN
A0A1L8FHP4	dnajc16.S	dnajc16.S	23341	DNAJC16
A0A1L8FHS2	lin37.S	lin37.S	55957	LIN37
A0A1L8FI51	zdhhc6.L	zdhhc6.L	64429	ZDHHC6
A0A1L8FI63	nhlrc2.L	nhlrc2.L	374354	NHLRC2
A0A1L8FIA4	inpp5f.L	inpp5f.L	22876	INPP5F
A0A1L8FIC2	phc1.L	phc1.L	1911	PHC1
A0A1L8FIF7	emg1.L	emg1.L	10436	EMG1
A0A1L8FIG2	tpi1.L	tpi1.L	7167	TPI1
A0A1L8FII6	rnls.L	rnls.L	55328	RNLS
A0A1L8FIN2	nop2.L	nop2.L	4839	NOP2
A0A1L8FIS5	dnttip2.L	dnttip2.L	30836	DNTTIP2
A0A1L8FIX2	gstk1.L	gstk1.L	373156	GSTK1
A0A1L8FIY0	plekha1.L	plekha1.L	59338	PLEKHA1
A0A1L8FIZ6	wdr11.L	wdr11.L	55717	WDR11
A0A1L8FJ05	acadsb.L	acadsb.L	36	ACADSB
A0A1L8FJ42	glrx3.L	glrx3.L	10539	GLRX3
A0A1L8FJ72	btaf1.L	btaf1.L	9044	BTAF1
A0A1L8FJA7	lzts2.L	lzts2.L	84445	LZTS2
A0A1L8FJB9	oga.L	oga.L	10724	OGA
A0A1L8FJF1	prom1.L	prom1.L	8842	PROM1
A0A1L8FJN9	slc25a16.L	slc25a16.L	8034	SLC25A16
A0A1L8FJU7	tm9sf3.L	tm9sf3.L	56889	TM9SF3
A0A1L8FJW1	ascc1.L	ascc1.L	51008	ASCC1
A0A1L8FJW2	lrrc20.L	lrrc20.L	55222	LRRC20
A0A1L8FJY0	ndufb8.L	ndufb8.L	4714	NDUFB8
A0A1L8FK11	fam241b.L	fam241b.L	219738	FAM241B
A0A1L8FK13	LOC108696253	zswim8.L	23053	ZSWIM8
A0A1L8FK25	usp54.L	usp54.L	159195	USP54
A0A1L8FK29	ccser2.L	ccser2.L	54462	CCSER2
A0A1L8FK37	sgpl1.L	sgpl1.L	8879	SGPL1
A0A1L8FK43	wapl.L	wapl.L	23063	WAPL
A0A1L8FK93	bms1.L	bms1.L	9790	BMS1
A0A1L8FKI1	echs1.L	echs1.L	1892	ECHS1
A0A1L8FKJ6	aip.L	aip.L	9049	AIP
A0A1L8FKK3	ercc1.L	ercc1.L	2067	ERCC1
A0A1L8FKQ1	tcirg1.L	tcirg1.L	10312	TCIRG1
A0A1L8FKV8	nmnat1.L	nmnat1.L	64802	NMNAT1
A0A1L8FKW5	LOC108696363	mtor.L	2475	MTOR
A0A1L8FKW6	kiaa2013.L	kiaa2013.L	90231	KIAA2013
A0A1L8FKY9	clcn6.L	clcn6.L	1185	CLCN6
A0A1L8FL07	thyn1.L	thyn1.L	29087	THYN1
A0A1L8FL71	spa17.L	spa17.L	53340	SPA17
A0A1L8FL95	chek1.L	chek1.L	1111	CHEK1
A0A1L8FLC6	srpra.L	srpra.L	6734	SRPRA
A0A1L8FLE8	nlrx1.L	nlrx1.L	79671	NLRX1
A0A1L8FLF3	dpagt1.L	dpagt1.L	1798	DPAGT1
A0A1L8FLF5	thy1.L	thy1.L	7070	THY1
A0A1L8FLF8	h2ax.L	h2ax.L	3014	H2AX
A0A1L8FLF9	treh.L	treh.L	11181	TREH
A0A1L8FLG0	c2cd2l.L	c2cd2l.L	9854	C2CD2L
A0A1L8FLI2	hyou1.L	hyou1.L	10525	HYOU1
A0A1L8FLJ3	ube4a.L	ube4a.L	9354	UBE4A
A0A1L8FLM2	bud13.L	bud13.L	84811	BUD13
A0A1L8FLN0	sik3.L	sik3.L	23387	SIK3
A0A1L8FLP8	rnf214.L	rnf214.L	257160	RNF214
A0A1L8FLS6	pih1d2.L	pih1d2.L	120379	PIH1D2
A0A1L8FLW6	zbtb16.L	zbtb16.L	7704	ZBTB16
A0A1L8FLY7	eno1.L	eno1.L	2023	ENO1
A0A1L8FLZ1	morn1.L	morn1.L	79906	MORN1
A0A1L8FM11	cfap74.L	cfap74.L	85452	CFAP74
A0A1L8FM21	slc35e2b.L	slc35e2b.L	728661	SLC35E2B
A0A1L8FM28	prkcz.L	prkcz.L	5590	PRKCZ
A0A1L8FM59	LOC108696560	ints11.L	54973	INTS11
A0A1L8FM85	ap5b1.L	ap5b1.L	91056	AP5B1
A0A1L8FMA9	zmynd12.L	zmynd12.L	84217	ZMYND12
A0A1L8FMC3	ppih.L	ppih.L	10465	PPIH
A0A1L8FMH5	nol9.L	nol9.L	79707	NOL9
A0A1L8FMM5	zbtb45.L	zbtb45.L	84878	ZBTB45
A0A1L8FMM7	dnajc11.L	dnajc11.L	55735	DNAJC11
A0A1L8FMQ4	mmel1.L	mmel1.L	79258	MMEL1
A0A1L8FMQ6	trim28.L	trim28.L	10155	TRIM28
A0A1L8FMV1	lig1.L	lig1.L	3978	LIG1
A0A1L8FMY0	cnot3.L	cnot3.L	4849	CNOT3
A0A1L8FN62	cnfn.4.L	cnfn.3.L	84518	CNFN
A0A1L8FND4	scaf1.L	scaf1.L	58506	SCAF1
A0A1L8FNF3	fuz.L	fuz.L	80199	FUZ
A0A1L8FNH9	aldh16a1.L	aldh16a1.L	126133	ALDH16A1
A0A1L8FNJ7	LOC108696758	gys1.L	2997	GYS1
A0A1L8FNQ2	LOC108696787	ap2a1.L	160	AP2A1
A0A1L8FNR6	pold1.L	pold1.L	5424	POLD1
A0A1L8FNR9	rps19.L	rps19.L	6223	RPS19
A0A1L8FP17	etfb.L	etfb.L	2109	ETFB
A0A1L8FP75	sdhb.L	sdhb.L	6390	SDHB
A0A1L8FPD8	ddx19b.L	ddx19b.L	11269	DDX19B
A0A1L8FPF9	ddost.L	ddost.L	1650	DDOST
A0A1L8FPH7	LOC108696880	kmt2b.L	9757	KMT2B
A0A1L8FPI2	haus5.L	haus5.L	23354	HAUS5
A0A1L8FPJ0	upk1a.L	upk1a.L	11045	UPK1A
A0A1L8FQA6	ptpn23.S	ptpn23.S	25930	PTPN23
A0A1L8FQB1	kif9.S	kif9.S	64147	KIF9
A0A1L8FQC7	iba57.S	iba57.S	200205	IBA57
A0A1L8FQF5	dhx30.S	dhx30.S	22907	DHX30
A0A1L8FQG3	nktr.S	nktr.S	4820	NKTR
A0A1L8FQH6	LOC108719819	rheb.S	6009	RHEB
A0A1L8FQI7	paxip1.S	paxip1.S	22976	PAXIP1
A0A1L8FQI8	rbm33.S	rbm33.S	155435	RBM33
A0A1L8FQL7	zmynd11.S	zmynd11.S	10771	ZMYND11
A0A1L8FQM3	pard3.S	pard3.S	56288	PARD3
A0A1L8FQN1	kif5b.S	kif5b.S	3799	KIF5B
A0A1L8FQP6	wdr37.S	wdr37.S	22884	WDR37
A0A1L8FQQ7	cul2.S	cul2.S	8453	CUL2
A0A1L8FQR7	yme1l1.S	yme1l1.S	10730	YME1L1
A0A1L8FQS0	wac.S	wac.S	51322	WAC
A0A1L8FQZ9	ppp1r9a.S	ppp1r9a.S	55607	PPP1R9A
A0A1L8FR06	pdk4.S	pdk4.S	5166	PDK4
A0A1L8FR21	tmem106b.S	tmem106b.S	54664	TMEM106B
A0A1L8FR34	ankmy2.S	ankmy2.S	57037	ANKMY2
A0A1L8FR76	stk31.S	stk31.S	56164	STK31
A0A1L8FR93	osbpl3.S	osbpl3.S	26031	OSBPL3
A0A1L8FRF0	oxsm.S	oxsm.S	54995	OXSM
A0A1L8FRF1	kat2b.S	kat2b.S	8850	KAT2B
A0A1L8FRG2	rpl15.S	rpl15.S	6138	RPL15
A0A1L8FRH1	cmtm6.S	cmtm6.S	54918	CMTM6
A0A1L8FRH6	rab5a.S	rab5a.S	5868	RAB5A
A0A1L8FRH9	stt3b.S	stt3b.S	201595	STT3B
A0A1L8FRT8	mrpl32.S	mrpl32.S	64983	MRPL32
A0A1L8FS02	nfx1.S	nfx1.S	4799	NFX1
A0A1L8FS31	elp2.S	elp2.S	55250	ELP2
A0A1L8FS49	txndc5.S	txndc5.S	81567	TXNDC5
A0A1L8FS80	cdyl.S	cdyl.S	9425	CDYL
A0A1L8FSB7	cdh6.S	cdh6.S	1004	CDH6
A0A1L8FSB8	gad1.2.S	gad1.2.S	2571	GAD1
A0A1L8FSC0	pign.S	pign.S	23556	PIGN
A0A1L8FSD4	nup153.S	nup153.S	9972	NUP153
A0A1L8FSH5	adnp2.S	adnp2.S	22850	ADNP2
A0A1L8FSJ5	cyb5a.S	cyb5a.S	1528	CYB5A
A0A1L8FSN0	timm21.S	timm21.S	29090	TIMM21
A0A1L8FSR0	fam210a.S	fam210a.S	125228	FAM210A
A0A1L8FST7	mib1.S	mib1.S	57534	MIB1
A0A1L8FSU2	myl12b.S	myl12b.S	103910	MYL12B
A0A1L8FSU7	taf4b.S	taf4b.S	6875	TAF4B
A0A1L8FSX6	dsg2.S	dsg2.S	1829	DSG2
A0A1L8FSZ9	cdh2.S	cdh2.S	1000	CDH2
A0A1L8FT16	lypla1.S	lypla1.S	10434	LYPLA1
A0A1L8FT39	atp6v1h.S	atp6v1h.S	51606	ATP6V1H
A0A1L8FT46	chd7.S	chd7.S	55636	CHD7
A0A1L8FT65	mybl1.S	mybl1.S	4603	MYBL1
A0A1L8FT79	stau2.S	stau2.S	27067	STAU2
A0A1L8FT85	vcpip1.S	vcpip1.S	80124	VCPIP1
A0A1L8FTC0	e2f5.S	e2f5.S	1875	E2F5
A0A1L8FTC2	zc2hc1a.S	zc2hc1a.S	51101	ZC2HC1A
A0A1L8FTD0	rmdn1.S	rmdn1.S	51115	RMDN1
A0A1L8FTG7	cpne3.S	cpne3.S	8895	CPNE3
A0A1L8FTH3	rida.S	rida.S	10247	RIDA
A0A1L8FTK1	atp6v1c1.S	atp6v1c1.S	528	ATP6V1C1
A0A1L8FTP4	ubr5.S	ubr5.S	51366	UBR5
A0A1L8FTR7	dcaf13.S	dcaf13.S	25879	DCAF13
A0A1L8FTV3	LOC108695431	zhx2.S	22882	ZHX2
A0A1L8FTV8	ndufb9.S	ndufb9.S	4715	NDUFB9
A0A1L8FTZ2	washc5.S	washc5.S	9897	WASHC5
A0A1L8FU25	chrac1.S	chrac1.S	54108	CHRAC1
A0A1L8FU70	mroh1.S	mroh1.S	727957	MROH1
A0A1L8FUR5	ptpn23.L	ptpn23.L	25930	PTPN23
A0A1L8FV03	ccdc13.L	ccdc13.L	152206	CCDC13
A0A1L8FV08	aqp1.L	aqp1.L	358	AQP1
A0A1L8FV39	dlec1.L	dlec1.L	9940	DLEC1
A0A1L8FV61	cnpy1.L	cnpy1.L	285888	CNPY1
A0A1L8FV71	nom1.L	nom1.L	64434	NOM1
A0A1L8FV92	rbm33.L	rbm33.L	155435	RBM33
A0A1L8FVB2	zmynd11.L	zmynd11.L	10771	ZMYND11
A0A1L8FVC3	ube3c.L	ube3c.L	9690	UBE3C
A0A1L8FVE2	kif5b.L	kif5b.L	3799	KIF5B
A0A1L8FVH4	armc3.L	armc3.L	219681	ARMC3
A0A1L8FVK2	dnajc1.L	dnajc1.L	64215	DNAJC1
A0A1L8FVK6	stam.L	stam.L	8027	STAM
A0A1L8FVP9	itga8.L	itga8.L	8516	ITGA8
A0A1L8FVQ0	lrrd1.L	lrrd1.L	401387	LRRD1
A0A1L8FVR0	mterf1.L	mterf1.L	7978	MTERF1
A0A1L8FVR5	col1a2.L	col1a2.L	1278	COL1A2
A0A1L8FVT7	vps50.L	vps50.L	55610	VPS50
A0A1L8FVU2	ppp1r9a.L	ppp1r9a.L	55607	PPP1R9A
A0A1L8FVY7	polr1f.L	polr1f.L	221830	POLR1F
A0A1L8FW03	osbpl3.L	osbpl3.L	26031	OSBPL3
A0A1L8FW53	LOC108718915	galnt15.L	117248	GALNT15
A0A1L8FW90	tbc1d5.L	tbc1d5.L	9779	TBC1D5
A0A1L8FW96	top2b.L	top2b.L	7155	TOP2B
A0A1L8FWC2	ngly1.L	ngly1.L	55768	NGLY1
A0A1L8FWE0	LOC108718943	trim71.L	131405	TRIM71
A0A1L8FWE4	stt3b.L	stt3b.L	201595	STT3B
A0A1L8FWE8	pik3r4.L	pik3r4.L	30849	PIK3R4
A0A1L8FWF4	cmtm6.L	cmtm6.L	54918	CMTM6
A0A1L8FWF9	topaz1.L	topaz1.L	375337	TOPAZ1
A0A1L8FWG6	ano10.L	ano10.L	55129	ANO10
A0A1L8FWJ0	dnajc13.L	dnajc13.L	23317	DNAJC13
A0A1L8FWJ7	capn7.L	capn7.L	23473	CAPN7
A0A1L8FWL5	ulk4.L	ulk4.L	54986	ULK4
A0A1L8FWM4	lars2.L	lars2.L	23395	LARS2
A0A1L8FWP6	lancl2.L	lancl2.L	55915	LANCL2
A0A1L8FWP8	egfr.L	egfr.L	1956	EGFR
A0A1L8FWT7	trank1.L	trank1.L	9881	TRANK1
A0A1L8FWU4	avl9.L	avl9.L	23080	AVL9
A0A1L8FWZ2	trip13.L	trip13.L	9319	TRIP13
A0A1L8FWZ8	cdk13.L	cdk13.L	8621	CDK13
A0A1L8FX28	ccdc127.L	ccdc127.L	133957	CCDC127
A0A1L8FXB3	bag1.L	bag1.L	573	BAG1
A0A1L8FXN7	gad1.2.L	gad1.2.L	2571	GAD1
A0A1L8FXN9	zcchc2.L	zcchc2.L	54877	ZCCHC2
A0A1L8FXP4	vps4b.L	vps4b.L	9525	VPS4B
A0A1L8FXQ8	exoc2.L	exoc2.L	55770	EXOC2
A0A1L8FXR1	LOC108719110	dusp22.L	56940	DUSP22
A0A1L8FXR2	prpf4b.L	prpf4b.L	8899	PRPF4B
A0A1L8FXT1	cdyl.L	cdyl.L	9425	CDYL
A0A1L8FXX4	rreb1.L	rreb1.L	6239	RREB1
A0A1L8FXY5	mak.L	mak.L	4117	MAK
A0A1L8FY01	nol7.L	nol7.L	51406	NOL7
A0A1L8FY27	jarid2.L	jarid2.L	3720	JARID2
A0A1L8FY48	gmpr.L	gmpr.L	2766	GMPR
A0A1L8FY49	fam8a1.L	fam8a1.L	51439	FAM8A1
A0A1L8FY56	aldh5a1.L	aldh5a1.L	7915	ALDH5A1
A0A1L8FY85	ctdp1.L	ctdp1.L	9150	CTDP1
A0A1L8FY90	atp9b.L	atp9b.L	374868	ATP9B
A0A1L8FYA4	ptgr3.L	zadh2.L	284273	PTGR3
A0A1L8FYH9	ndufv2.L	ndufv2.L	4729	NDUFV2
A0A1L8FYP3	LOC108719216	greb1l.L	80000	GREB1L
A0A1L8FYP5	usp14.L	usp14.L	9097	USP14
A0A1L8FYP6	smchd1.L	smchd1.L	23347	SMCHD1
A0A1L8FYQ3	npc1.L	npc1.L	4864	NPC1
A0A1L8FYU6	dsg2.L	dsg2.L	1829	DSG2
A0A1L8FYV3	dsc3.L	dsc3.L	1825	DSC3
A0A1L8FYX9	trappc8.L	trappc8.L	22878	TRAPPC8
A0A1L8FYZ6	rb1cc1.L	rb1cc1.L	9821	RB1CC1
A0A1L8FZ11	lyn.L	lyn.L	4067	LYN
A0A1L8FZ21	sdr16c5.L	sdr16c5.L	195814	SDR16C5
A0A1L8FZ44	bpnt2.L	bpnt2.L	54928	BPNT2
A0A1L8FZ66	vcpip1.L	vcpip1.L	80124	VCPIP1
A0A1L8FZ74	armc1.L	armc1.L	55156	ARMC1
A0A1L8FZ83	ncoa2.L	ncoa2.L	10499	NCOA2
A0A1L8FZ93	LOC108719297	jph1.L	56704	JPH1
A0A1L8FZA9	zbtb10.L	zbtb10.L	65986	ZBTB10
A0A1L8FZC5	snx16.L	snx16.L	64089	SNX16
A0A1L8FZF7	decr1.L	decr1.L	1666	DECR1
A0A1L8FZG1	LOC108719329	c8orf88.L	100127983	C8orf88
A0A1L8FZI9	virma.L	virma.L	25962	VIRMA
A0A1L8FZJ4	vps13b.L	vps13b.L	157680	VPS13B
A0A1L8FZK1	rgs22.L	rgs22.L	26166	RGS22
A0A1L8FZL5	mtdh.L	mtdh.L	92140	MTDH
A0A1L8FZP3	pop1.L	pop1.L	10940	POP1
A0A1L8FZW4	eif3h.L	eif3h.L	8667	EIF3H
A0A1L8FZY8	sntb1.L	sntb1.L	6641	SNTB1
A0A1L8FZY9	ndufb9.L	ndufb9.L	4715	NDUFB9
A0A1L8G021	zhx1.L	zhx1.L	11244	ZHX1
A0A1L8G070	khdrbs3.L	khdrbs3.L	10656	KHDRBS3
A0A1L8G085	zc3h3.L	zc3h3.L	23144	ZC3H3
A0A1L8G0A3	gpaa1.L	gpaa1.L	8733	GPAA1
A0A1L8G0H3	adck5.L	adck5.L	203054	ADCK5
A0A1L8G0L4	dgat1.L	dgat1.L	8694	DGAT1
A0A1L8G0L7	fam83h.L	fam83h.L	286077	FAM83H
A0A1L8G0N1	usp34.S	usp34.S	9736	USP34
A0A1L8G0N3	etaa1.S	etaa1.S	54465	ETAA1
A0A1L8G0R7	tmem63b.S	tmem63b.S	55362	TMEM63B
A0A1L8G0S4	aftph.S	aftph.S	54812	AFTPH
A0A1L8G0Y1	wdr43.S	wdr43.S	23160	WDR43
A0A1L8G105	supt7l.S	supt7l.S	9913	SUPT7L
A0A1L8G107	enah.S	enah.S	55740	ENAH
A0A1L8G117	capn2.S	capn2.S	824	CAPN2
A0A1L8G148	mark1.S	mark1.S	4139	MARK1
A0A1L8G152	rps6kc1.S	rps6kc1.S	26750	RPS6KC1
A0A1L8G160	sde2.S	sde2.S	163859	SDE2
A0A1L8G175	lin9.S	lin9.S	286826	LIN9
A0A1L8G184	mrpl57.S	mrpl57.S	78988	MRPL57
A0A1L8G1B7	dync2li1.S	dync2li1.S	51626	DYNC2LI1
A0A1L8G1D2	fbxo11.S	fbxo11.S	80204	FBXO11
A0A1L8G1M0	gzf1.S	gzf1.S	64412	GZF1
A0A1L8G1M3	pnpt1.S	pnpt1.S	87178	PNPT1
A0A1L8G1M8	anapc1.S	anapc1.S	64682	ANAPC1
A0A1L8G1R9	heatr1.S	heatr1.S	55127	HEATR1
A0A1L8G1S0	crnkl1.S	crnkl1.S	51340	CRNKL1
A0A1L8G1T9	LOC108717776	atl2.S	64225	ATL2
A0A1L8G1U3	snx5.S	snx5.S	27131	SNX5
A0A1L8G1U5	sec23a.S	sec23a.S	10484	SEC23A
A0A1L8G1U7	abhd12.S	abhd12.S	26090	ABHD12
A0A1L8G1V5	LOC108717778	zc3h6.S	376940	ZC3H6
A0A1L8G1Y9	rmdn2.S	rmdn2.S	151393	RMDN2
A0A1L8G216	zbtb2.S	zbtb2.S	57621	ZBTB2
A0A1L8G236	wtap.S	wtap.S	9589	WTAP
A0A1L8G262	cog2.S	cog2.S	22796	COG2
A0A1L8G287	LOC108717854	zdhhc14.S	79683	ZDHHC14
A0A1L8G2B5	ppil4.S	ppil4.S	85313	PPIL4
A0A1L8G2E3	bclaf1.S	bclaf1.S	9774	BCLAF1
A0A1L8G2E9	cebpz.S	cebpz.S	10153	CEBPZ
A0A1L8G2F8	ifngr1.S	ifngr1.S	3459	IFNGR1
A0A1L8G2K1	nid1.S	nid1.S	4811	NID1
A0A1L8G2K9	sprtn	sprtn.S	83932	SPRTN
A0A1L8G2Q1	rwdd1.S	rwdd1.S	51389	RWDD1
A0A1L8G2Q6	calhm4.S	calhm4.S	221301	CALHM4
A0A1L8G2S7	marcks.S	marcks.S	4082	MARCKS
A0A1L8G2U8	lin28b.S	lin28b.S	389421	LIN28B
A0A1L8G2Y9	prep.S	prep.S	5550	PREP
A0A1L8G315	orc3.S	orc3.S	23595	ORC3
A0A1L8G322	pnisr.S	pnisr.S	25957	PNISR
A0A1L8G354	ttk.S	ttk.S	7272	TTK
A0A1L8G372	myo6.S	myo6.S	4646	MYO6
A0A1L8G3D7	filip1.S	filip1.S	27145	FILIP1
A0A1L8G3E1	cst3.S	cst3.S	1471	CST3
A0A1L8G3F7	LOC443647	smap1.S	60682	SMAP1
A0A1L8G3G3	prim2.S	prim2.S	5558	PRIM2
A0A1L8G3L9	ece2.S	ece2.S	9718	ECE2
A0A1L8G3S5	eif2b5.S	eif2b5.S	8893	EIF2B5
A0A1L8G3V8	tfrc.S	tfrc.S	7037	TFRC
A0A1L8G435	eif5a.S	eif5a.S	1984	EIF5A
A0A1L8G482	gnb4.S	gnb4.S	59345	GNB4
A0A1L8G4A6	slc33a1.S	slc33a1.S	9197	SLC33A1
A0A1L8G4C2	rarres1.S	rarres1.S	5918	RARRES1
A0A1L8G4C4	xrn1.S	xrn1.S	54464	XRN1
A0A1L8G4F1	wdr33.S	wdr33.S	55339	WDR33
A0A1L8G4G8	LOC108718165	hdlbp.S	3069	HDLBP
A0A1L8G4G9	u2surp.S	u2surp.S	23350	U2SURP
A0A1L8G4L6	efhd1.S	efhd1.S	80303	EFHD1
A0A1L8G4N3	acsl3.S	acsl3.S	2181	ACSL3
A0A1L8G4N6	gpc1.S	gpc1.S	2817	GPC1
A0A1L8G4P4	d2hgdh.S	d2hgdh.S	728294	D2HGDH
A0A1L8G4Q4	farp2.S	farp2.S	9855	FARP2
A0A1L8G4S2	mff.S	mff.S	56947	MFF
A0A1L8G4S9	pak2.S	pak2.S	5062	PAK2
A0A1L8G4X6	pccb.S	pccb.S	5096	PCCB
A0A1L8G4Y5	thap4.S	thap4.S	51078	THAP4
A0A1L8G4Y8	srprb.S	srprb.S	58477	SRPRB
A0A1L8G577	rps7.S	rps7.S	6201	RPS7
A0A1L8G578	cpsf3.S	cpsf3.S	51692	CPSF3
A0A1L8G5A7	hmbox1.S	hmbox1.S	79618	HMBOX1
A0A1L8G5D5	mmut.S	mmut.S	4594	MMUT
A0A1L8G5F0	wdr35.S	wdr35.S	57539	WDR35
A0A1L8G5H8	gcfc2.S	gcfc2.S	6936	GCFC2
A0A1L8G5I9	cd2ap.S	cd2ap.S	23607	CD2AP
A0A1L8G5P9	uckl1.S	uckl1.S	54963	UCKL1
A0A1L8G5S0	fdft1.S	fdft1.S	2222	FDFT1
A0A1L8G5U2	gzf1.L	gzf1.L	64412	GZF1
A0A1L8G607	hadhb.S	hadhb.S	3032	HADHB
A0A1L8G658	trerf1.L	trerf1.L	55809	TRERF1
A0A1L8G673	dnah14.L	dnah14.L	127602	DNAH14
A0A1L8G686	ptpn14.L	ptpn14.L	5784	PTPN14
